body..	589
cell..	37
cell.col=n	20460
cell.col=nn	96
cell.n=n	276
cell.n=nn	4711
cell.n=nnn	15569
cell.row=n	11321
cell.row=nn	9235
den..	85
emph..	4141
folio..	2551
head..	589
header..	589
lb..	389322
meta.key=author	589
meta.key=authorFull	589
meta.key=day	589
meta.key=month	589
meta.key=page	589
meta.key=pid	589
meta.key=place	589
meta.key=rawdate	589
meta.key=rest	1
meta.key=seq	589
meta.key=status	589
meta.key=title	589
meta.key=year	589
meta.value=x	7069
note.mark=n	11816
note.mark=nn	474
num..	85
para..	33881
pb.n=n	111
pb.n=nn	1163
pb.n=nnn	8784
pb.n=nnnn	91
pb.vol=nn	17
q..	85
ref..	4050
remark..	22922
row..	16
row.n=n	62
row.n=nn	1005
row.n=nnn	3483
row.row=n	2584
row.row=nn	1966
special..	965
sub..	101
subhead..	1360
super..	903
table..	1
table.n=n	9
table.n=nn	90
table.n=nnn	222
teiTrim..	589
und..	415
